,time,,open,close,high,low,volume,market_name
172,1.57818E+12,2020/1/5,6.83E-06,7.95E-06,7.95E-06,6.47E-06,908257.2474,UOSBTC
173,1.57827E+12,2020/1/6,7.95E-06,7.57E-06,7.99E-06,7.48E-06,171799.9236,UOSBTC
174,1.57836E+12,2020/1/7,7.57E-06,6.55E-06,7.57E-06,6.40E-06,234197.1882,UOSBTC
175,1.57844E+12,2020/1/8,6.39E-06,7.12E-06,7.43E-06,5.93E-06,479173.9849,UOSBTC
176,1.57853E+12,2020/1/9,7.00E-06,6.65E-06,7.19E-06,6.20E-06,325596.7217,UOSBTC
177,1.57861E+12,2020/1/10,6.66E-06,6.74E-06,6.82E-06,6.17E-06,170712.6446,UOSBTC
178,1.5787E+12,2020/1/11,6.76E-06,6.96E-06,7.02E-06,6.67E-06,135647.7554,UOSBTC
179,1.57879E+12,2020/1/12,7.01E-06,6.97E-06,7.15E-06,6.62E-06,203876.8295,UOSBTC
180,1.57887E+12,2020/1/13,6.99E-06,6.10E-06,7.04E-06,5.85E-06,410513.3606,UOSBTC
181,1.57896E+12,2020/1/14,6.06E-06,5.68E-06,6.32E-06,5.68E-06,339810.5167,UOSBTC
182,1.57905E+12,2020/1/15,5.68E-06,5.14E-06,5.73E-06,5.12E-06,1222123.665,UOSBTC
183,1.57913E+12,2020/1/16,5.27E-06,5.03E-06,5.59E-06,4.80E-06,1856081.083,UOSBTC
184,1.57922E+12,2020/1/17,5.05E-06,4.81E-06,5.31E-06,4.50E-06,1365820.745,UOSBTC
185,1.57931E+12,2020/1/18,4.61E-06,4.72E-06,4.80E-06,4.52E-06,115008.9442,UOSBTC
186,1.57939E+12,2020/1/19,4.72E-06,5.07E-06,5.07E-06,4.51E-06,325532.3988,UOSBTC
187,1.57948E+12,2020/1/20,4.96E-06,4.65E-06,5.07E-06,4.53E-06,314936.8799,UOSBTC
188,1.57956E+12,2020/1/21,4.65E-06,4.93E-06,5.07E-06,4.65E-06,256829.367,UOSBTC
189,1.57965E+12,2020/1/22,4.92E-06,5.00E-06,5.07E-06,4.92E-06,160383.5917,UOSBTC
190,1.57974E+12,2020/1/23,5.00E-06,6.00E-06,7.06E-06,5.00E-06,2800361.342,UOSBTC
191,1.57982E+12,2020/1/24,6.20E-06,4.61E-06,6.40E-06,4.50E-06,2710330.992,UOSBTC
192,1.57991E+12,2020/1/25,4.60E-06,4.74E-06,4.97E-06,4.50E-06,880440.6244,UOSBTC
193,1.58E+12,2020/1/26,4.73E-06,4.60E-06,4.76E-06,4.49E-06,378583.9199,UOSBTC
194,1.58008E+12,2020/1/27,4.49E-06,4.20E-06,4.63E-06,4.10E-06,823665.4512,UOSBTC
195,1.58017E+12,2020/1/28,4.21E-06,4.84E-06,5.31E-06,4.12E-06,715494.6607,UOSBTC
196,1.58026E+12,2020/1/29,4.84E-06,5.12E-06,5.14E-06,4.68E-06,248604.1966,UOSBTC
197,1.58034E+12,2020/1/30,5.00E-06,5.06E-06,5.14E-06,4.85E-06,161991.8923,UOSBTC
198,1.58043E+12,2020/1/31,5.02E-06,5.12E-06,5.14E-06,4.80E-06,191660.0734,UOSBTC
199,1.58052E+12,2020/2/1,5.15E-06,5.19E-06,5.24E-06,4.94E-06,227198.2304,UOSBTC
200,1.5806E+12,2020/2/2,5.20E-06,5.16E-06,5.20E-06,4.82E-06,159707.5297,UOSBTC
201,1.58069E+12,2020/2/3,5.20E-06,5.10E-06,5.20E-06,4.79E-06,372525.8478,UOSBTC
202,1.58077E+12,2020/2/4,5.10E-06,5.11E-06,5.27E-06,4.68E-06,776668.6415,UOSBTC
203,1.58086E+12,2020/2/5,5.12E-06,5.25E-06,5.41E-06,5.01E-06,663278.4097,UOSBTC
204,1.58095E+12,2020/2/6,5.39E-06,4.92E-06,5.60E-06,4.69E-06,1185934.013,UOSBTC
205,1.58103E+12,2020/2/7,4.94E-06,4.66E-06,5.15E-06,4.66E-06,711296.8727,UOSBTC
206,1.58112E+12,2020/2/8,4.67E-06,4.64E-06,4.90E-06,4.47E-06,951311.833,UOSBTC
207,1.58121E+12,2020/2/9,4.60E-06,4.39E-06,4.60E-06,4.24E-06,438127.2698,UOSBTC
208,1.58129E+12,2020/2/10,4.37E-06,4.47E-06,4.64E-06,4.30E-06,419961.2655,UOSBTC
209,1.58138E+12,2020/2/11,4.48E-06,4.11E-06,4.59E-06,3.92E-06,680411.1268,UOSBTC
210,1.58147E+12,2020/2/12,4.10E-06,4.39E-06,4.40E-06,3.99E-06,625844.8466,UOSBTC
211,1.58155E+12,2020/2/13,4.22E-06,4.47E-06,4.47E-06,4.14E-06,313953.7732,UOSBTC
212,1.58164E+12,2020/2/14,4.47E-06,4.58E-06,4.64E-06,4.22E-06,657487.4969,UOSBTC
213,1.58172E+12,2020/2/15,4.50E-06,5.09E-06,5.30E-06,4.43E-06,725376.915,UOSBTC
214,1.58181E+12,2020/2/16,5.08E-06,6.00E-06,6.10E-06,4.95E-06,684599.31,UOSBTC
215,1.5819E+12,2020/2/17,6.00E-06,6.11E-06,6.20E-06,4.92E-06,905683.4301,UOSBTC
216,1.58198E+12,2020/2/18,6.11E-06,5.15E-06,6.19E-06,5.07E-06,663921.9923,UOSBTC
217,1.58207E+12,2020/2/19,5.14E-06,4.85E-06,5.59E-06,4.72E-06,340035.0263,UOSBTC
218,1.58216E+12,2020/2/20,4.85E-06,5.44E-06,5.69E-06,4.80E-06,608434.397,UOSBTC
219,1.58224E+12,2020/2/21,5.44E-06,5.51E-06,5.63E-06,5.26E-06,227806.7109,UOSBTC
220,1.58233E+12,2020/2/22,5.39E-06,5.62E-06,5.79E-06,5.39E-06,84920.54869,UOSBTC
221,1.58242E+12,2020/2/23,5.55E-06,5.38E-06,5.55E-06,4.90E-06,326231.543,UOSBTC
222,1.5825E+12,2020/2/24,5.26E-06,5.46E-06,5.56E-06,4.65E-06,1335289.419,UOSBTC
223,1.58259E+12,2020/2/25,5.50E-06,5.34E-06,5.65E-06,5.00E-06,268010.1847,UOSBTC
224,1.58268E+12,2020/2/26,5.39E-06,5.61E-06,5.86E-06,5.39E-06,382120.336,UOSBTC
225,1.58276E+12,2020/2/27,5.66E-06,5.70E-06,5.84E-06,5.53E-06,200907.1051,UOSBTC
226,1.58285E+12,2020/2/28,5.70E-06,5.79E-06,6.05E-06,5.63E-06,691307.138,UOSBTC
227,1.58293E+12,2020/2/29,5.85E-06,5.89E-06,6.05E-06,5.76E-06,229383.9355,UOSBTC
228,1.58302E+12,2020/3/1,6.05E-06,6.58E-06,6.66E-06,5.89E-06,670095.8244,UOSBTC
229,1.58311E+12,2020/3/2,6.64E-06,7.03E-06,7.22E-06,6.20E-06,1349507.611,UOSBTC
230,1.58319E+12,2020/3/3,7.08E-06,6.30E-06,7.29E-06,6.19E-06,1505445.223,UOSBTC
231,1.58328E+12,2020/3/4,6.31E-06,6.50E-06,6.93E-06,6.25E-06,626575.7012,UOSBTC
232,1.58337E+12,2020/3/5,6.48E-06,6.33E-06,6.91E-06,6.17E-06,704007.5043,UOSBTC
233,1.58345E+12,2020/3/6,6.33E-06,6.22E-06,6.63E-06,5.81E-06,769853.1501,UOSBTC
234,1.58354E+12,2020/3/7,6.22E-06,6.14E-06,6.60E-06,6.00E-06,589983.9876,UOSBTC
235,1.58363E+12,2020/3/8,6.14E-06,5.88E-06,6.34E-06,5.82E-06,1115493.879,UOSBTC
236,1.58371E+12,2020/3/9,5.85E-06,7.01E-06,7.02E-06,5.65E-06,1820929.188,UOSBTC
237,1.5838E+12,2020/3/10,7.01E-06,6.85E-06,7.01E-06,6.39E-06,617682.59,UOSBTC
238,1.58388E+12,2020/3/11,6.85E-06,6.42E-06,6.91E-06,5.96E-06,888631.7007,UOSBTC
239,1.58397E+12,2020/3/12,6.41E-06,6.20E-06,6.43E-06,5.30E-06,1998660.497,UOSBTC
240,1.58406E+12,2020/3/13,6.33E-06,5.60E-06,6.80E-06,4.87E-06,884419.1121,UOSBTC
241,1.58414E+12,2020/3/14,5.87E-06,6.14E-06,6.19E-06,5.71E-06,175362.6798,UOSBTC
242,1.58423E+12,2020/3/15,6.15E-06,6.01E-06,6.62E-06,5.93E-06,587687.9563,UOSBTC
243,1.58432E+12,2020/3/16,6.29E-06,6.28E-06,6.85E-06,6.02E-06,671613.641,UOSBTC
244,1.5844E+12,2020/3/17,6.22E-06,6.15E-06,6.35E-06,5.95E-06,36925.61599,UOSBTC
245,1.58449E+12,2020/3/18,6.05E-06,6.02E-06,6.31E-06,5.94E-06,29090.7427,UOSBTC
246,1.58458E+12,2020/3/19,6.02E-06,5.25E-06,6.04E-06,5.17E-06,389249.2689,UOSBTC
247,1.58466E+12,2020/3/20,5.24E-06,4.70E-06,5.50E-06,4.54E-06,979578.719,UOSBTC
248,1.58475E+12,2020/3/21,4.73E-06,6.16E-06,6.42E-06,4.56E-06,958083.8667,UOSBTC
249,1.58484E+12,2020/3/22,6.13E-06,5.45E-06,6.33E-06,4.75E-06,799497.8438,UOSBTC
250,1.58492E+12,2020/3/23,5.45E-06,5.36E-06,5.76E-06,5.00E-06,484539.4604,UOSBTC
251,1.58501E+12,2020/3/24,5.36E-06,5.12E-06,5.49E-06,5.00E-06,340774.5949,UOSBTC
252,1.58509E+12,2020/3/25,5.14E-06,5.23E-06,5.38E-06,5.01E-06,492394.3224,UOSBTC
253,1.58518E+12,2020/3/26,5.23E-06,5.21E-06,5.36E-06,5.06E-06,262527.8256,UOSBTC
254,1.58527E+12,2020/3/27,5.18E-06,5.37E-06,5.37E-06,5.03E-06,261487.0616,UOSBTC
255,1.58535E+12,2020/3/28,5.37E-06,5.44E-06,5.57E-06,5.20E-06,268822.9976,UOSBTC
256,1.58544E+12,2020/3/29,5.47E-06,5.57E-06,5.65E-06,5.24E-06,375237.1443,UOSBTC
257,1.58553E+12,2020/3/30,5.51E-06,5.63E-06,5.95E-06,5.07E-06,460189.7559,UOSBTC
258,1.58561E+12,2020/3/31,5.60E-06,5.70E-06,5.88E-06,5.53E-06,29176.78301,UOSBTC
259,1.5857E+12,2020/4/1,5.66E-06,5.60E-06,5.79E-06,5.30E-06,302404.2607,UOSBTC
260,1.58579E+12,2020/4/2,5.61E-06,5.75E-06,5.79E-06,5.44E-06,176863.6279,UOSBTC
261,1.58587E+12,2020/4/3,5.75E-06,6.08E-06,6.13E-06,5.50E-06,223241.8793,UOSBTC
262,1.58596E+12,2020/4/4,6.00E-06,6.13E-06,6.35E-06,5.96E-06,189679.5585,UOSBTC
263,1.58604E+12,2020/4/5,6.08E-06,6.24E-06,6.35E-06,5.96E-06,205291.1708,UOSBTC
264,1.58613E+12,2020/4/6,6.35E-06,5.93E-06,6.36E-06,5.93E-06,137118.5714,UOSBTC
265,1.58622E+12,2020/4/7,5.92E-06,5.69E-06,6.19E-06,5.69E-06,287078.6017,UOSBTC
266,1.5863E+12,2020/4/8,6.15E-06,6.16E-06,6.16E-06,5.85E-06,37962.81782,UOSBTC
267,1.58639E+12,2020/4/9,6.05E-06,5.93E-06,6.40E-06,5.74E-06,510166.5689,UOSBTC
268,1.58648E+12,2020/4/10,5.77E-06,5.96E-06,6.38E-06,5.15E-06,437277.2716,UOSBTC
269,1.58656E+12,2020/4/11,5.84E-06,5.59E-06,5.84E-06,5.30E-06,152334.2852,UOSBTC
270,1.58665E+12,2020/4/12,5.50E-06,5.31E-06,5.99E-06,5.21E-06,271291.9921,UOSBTC
271,1.58674E+12,2020/4/13,5.36E-06,5.53E-06,5.76E-06,5.30E-06,200947.98,UOSBTC
272,1.58682E+12,2020/4/14,5.56E-06,5.99E-06,6.18E-06,5.55E-06,306393.5113,UOSBTC
273,1.58691E+12,2020/4/15,5.94E-06,6.40E-06,6.89E-06,5.92E-06,641168.8746,UOSBTC
274,1.587E+12,2020/4/16,6.36E-06,6.38E-06,6.78E-06,6.01E-06,316427.112,UOSBTC
275,1.58708E+12,2020/4/17,6.34E-06,6.03E-06,6.59E-06,6.00E-06,259680.5432,UOSBTC
276,1.58717E+12,2020/4/18,6.32E-06,5.78E-06,6.36E-06,5.76E-06,276714.3828,UOSBTC
277,1.58725E+12,2020/4/19,5.85E-06,6.67E-06,6.67E-06,5.77E-06,224094.5284,UOSBTC
278,1.58734E+12,2020/4/20,6.32E-06,6.21E-06,6.85E-06,5.98E-06,240245.3867,UOSBTC
279,1.58743E+12,2020/4/21,6.24E-06,6.15E-06,6.70E-06,5.78E-06,327892.1695,UOSBTC
280,1.58751E+12,2020/4/22,6.17E-06,5.65E-06,6.36E-06,5.64E-06,526212.0093,UOSBTC
281,1.5876E+12,2020/4/23,5.90E-06,5.37E-06,6.19E-06,5.33E-06,725407.731,UOSBTC
282,1.58769E+12,2020/4/24,5.41E-06,5.38E-06,5.85E-06,5.31E-06,665021.8631,UOSBTC
283,1.58777E+12,2020/4/25,5.38E-06,5.70E-06,6.00E-06,5.38E-06,404734.7953,UOSBTC
284,1.58786E+12,2020/4/26,5.71E-06,6.12E-06,6.12E-06,5.44E-06,541262.1707,UOSBTC
285,1.58795E+12,2020/4/27,5.78E-06,6.01E-06,6.18E-06,5.66E-06,273272.7618,UOSBTC
286,1.58803E+12,2020/4/28,5.94E-06,6.00E-06,6.43E-06,5.63E-06,419922.3589,UOSBTC
287,1.58812E+12,2020/4/29,5.90E-06,5.59E-06,6.06E-06,5.42E-06,1273632.795,UOSBTC
288,1.5882E+12,2020/4/30,5.59E-06,5.67E-06,5.72E-06,4.54E-06,996480.5383,UOSBTC
289,1.58829E+12,2020/5/1,5.49E-06,5.23E-06,5.49E-06,5.10E-06,324155.0573,UOSBTC
290,1.58838E+12,2020/5/2,5.33E-06,5.35E-06,5.63E-06,5.14E-06,195715.721,UOSBTC
291,1.58846E+12,2020/5/3,5.24E-06,5.36E-06,5.72E-06,5.03E-06,485657.8725,UOSBTC
292,1.58855E+12,2020/5/4,5.45E-06,4.92E-06,5.58E-06,4.73E-06,320455.4973,UOSBTC
293,1.58864E+12,2020/5/5,4.91E-06,5.20E-06,5.32E-06,4.40E-06,821529.4685,UOSBTC
294,1.58872E+12,2020/5/6,5.03E-06,4.66E-06,5.17E-06,4.51E-06,332938.1714,UOSBTC
295,1.58881E+12,2020/5/7,4.65E-06,4.25E-06,4.77E-06,4.25E-06,220539.5793,UOSBTC
296,1.5889E+12,2020/5/8,4.43E-06,4.03E-06,4.48E-06,4.03E-06,272521.9555,UOSBTC
297,1.58898E+12,2020/5/9,4.11E-06,4.25E-06,4.53E-06,4.09E-06,197660.0835,UOSBTC
298,1.58907E+12,2020/5/10,4.25E-06,4.63E-06,5.22E-06,4.25E-06,403215.0184,UOSBTC
299,1.58916E+12,2020/5/11,4.64E-06,4.51E-06,4.64E-06,4.35E-06,372811.4488,UOSBTC
300,1.58924E+12,2020/5/12,4.52E-06,4.44E-06,4.75E-06,4.21E-06,294226.0263,UOSBTC
301,1.58933E+12,2020/5/13,4.42E-06,4.03E-06,4.49E-06,4.03E-06,379768.7146,UOSBTC
302,1.58941E+12,2020/5/14,4.13E-06,4.05E-06,4.42E-06,3.90E-06,458150.101,UOSBTC
303,1.5895E+12,2020/5/15,4.00E-06,4.34E-06,4.45E-06,3.95E-06,189370.2477,UOSBTC
304,1.58959E+12,2020/5/16,4.36E-06,4.10E-06,4.42E-06,4.01E-06,498521.6858,UOSBTC
305,1.58967E+12,2020/5/17,4.06E-06,4.01E-06,4.22E-06,3.91E-06,205857.2966,UOSBTC
306,1.58976E+12,2020/5/18,4.00E-06,4.03E-06,4.17E-06,3.90E-06,354571.5249,UOSBTC
307,1.58985E+12,2020/5/19,4.03E-06,4.09E-06,4.23E-06,3.92E-06,436650.791,UOSBTC
308,1.58993E+12,2020/5/20,4.09E-06,4.11E-06,4.27E-06,3.96E-06,327241.7995,UOSBTC
309,1.59002E+12,2020/5/21,4.12E-06,4.17E-06,4.22E-06,4.10E-06,315755.5575,UOSBTC
310,1.59011E+12,2020/5/22,4.17E-06,4.38E-06,4.38E-06,4.16E-06,229830.5959,UOSBTC
311,1.59019E+12,2020/5/23,4.37E-06,4.33E-06,4.43E-06,4.18E-06,730895.1537,UOSBTC
312,1.59028E+12,2020/5/24,4.33E-06,4.48E-06,4.65E-06,4.22E-06,479469.856,UOSBTC
313,1.59036E+12,2020/5/25,4.58E-06,4.67E-06,4.76E-06,4.38E-06,304634.293,UOSBTC
314,1.59045E+12,2020/5/26,4.66E-06,4.77E-06,4.83E-06,4.61E-06,267672.3168,UOSBTC
315,1.59054E+12,2020/5/27,4.77E-06,4.89E-06,4.99E-06,4.67E-06,573323.6525,UOSBTC
316,1.59062E+12,2020/5/28,4.88E-06,4.91E-06,4.96E-06,4.68E-06,428623.2361,UOSBTC
317,1.59071E+12,2020/5/29,4.84E-06,5.14E-06,5.30E-06,4.69E-06,428696.2788,UOSBTC
318,1.5908E+12,2020/5/30,5.28E-06,5.11E-06,5.30E-06,5.08E-06,486780.818,UOSBTC
319,1.59088E+12,2020/5/31,5.16E-06,4.67E-06,5.30E-06,4.62E-06,401792.8346,UOSBTC
320,1.59097E+12,2020/6/1,4.66E-06,4.51E-06,5.12E-06,4.51E-06,369599.4797,UOSBTC
321,1.59106E+12,2020/6/2,4.51E-06,4.73E-06,4.76E-06,4.31E-06,229178.1182,UOSBTC
322,1.59114E+12,2020/6/3,4.72E-06,4.65E-06,4.76E-06,4.57E-06,222431.3381,UOSBTC
323,1.59123E+12,2020/6/4,4.70E-06,4.43E-06,4.88E-06,4.43E-06,504965.8912,UOSBTC
324,1.59132E+12,2020/6/5,4.60E-06,4.38E-06,4.76E-06,4.30E-06,490875.1997,UOSBTC
325,1.5914E+12,2020/6/6,4.43E-06,4.36E-06,4.57E-06,4.15E-06,254590.152,UOSBTC
326,1.59149E+12,2020/6/7,4.38E-06,4.26E-06,4.64E-06,4.24E-06,323000.0774,UOSBTC
327,1.59157E+12,2020/6/8,4.37E-06,4.47E-06,4.76E-06,4.26E-06,594266.3481,UOSBTC
328,1.59166E+12,2020/6/9,4.47E-06,4.46E-06,4.66E-06,4.18E-06,547088.8055,UOSBTC
329,1.59175E+12,2020/6/10,4.36E-06,4.30E-06,4.47E-06,4.18E-06,463386.9565,UOSBTC
330,1.59183E+12,2020/6/11,4.32E-06,4.70E-06,4.92E-06,4.32E-06,651809.7791,UOSBTC
331,1.59192E+12,2020/6/12,4.69E-06,4.56E-06,4.85E-06,4.56E-06,305264.7558,UOSBTC
332,1.59201E+12,2020/6/13,4.62E-06,4.35E-06,4.98E-06,4.30E-06,1039971.388,UOSBTC
333,1.59209E+12,2020/6/14,4.38E-06,4.52E-06,4.76E-06,4.31E-06,576588.1576,UOSBTC
334,1.59218E+12,2020/6/15,4.53E-06,4.35E-06,4.76E-06,4.35E-06,323671.7541,UOSBTC
335,1.59227E+12,2020/6/16,4.40E-06,4.39E-06,4.63E-06,4.31E-06,166865.4817,UOSBTC
336,1.59235E+12,2020/6/17,4.37E-06,4.57E-06,5.10E-06,4.31E-06,374893.0494,UOSBTC
337,1.59244E+12,2020/6/18,4.63E-06,4.64E-06,4.83E-06,4.44E-06,375557.645,UOSBTC
338,1.59252E+12,2020/6/19,4.66E-06,4.73E-06,5.05E-06,4.61E-06,256802.0284,UOSBTC
339,1.59261E+12,2020/6/20,4.73E-06,4.65E-06,5.04E-06,4.60E-06,238627.2801,UOSBTC
340,1.5927E+12,2020/6/21,4.66E-06,4.65E-06,4.70E-06,4.44E-06,248128.8723,UOSBTC
341,1.59278E+12,2020/6/22,4.65E-06,4.54E-06,4.76E-06,4.35E-06,467954.2443,UOSBTC
342,1.59287E+12,2020/6/23,4.48E-06,4.50E-06,4.63E-06,4.21E-06,747911.9988,UOSBTC
343,1.59296E+12,2020/6/24,4.44E-06,4.56E-06,4.62E-06,4.32E-06,308717.7355,UOSBTC
344,1.59304E+12,2020/6/25,4.53E-06,4.41E-06,4.63E-06,4.31E-06,322885.9945,UOSBTC
345,1.59313E+12,2020/6/26,4.34E-06,4.48E-06,4.63E-06,4.34E-06,151297.4218,UOSBTC